SaturdayMorning,Vacation,Breakfast,House,FavouriteThing,City,Holiday,Cup,Friday,Beverage
1,5,5,4,6,6,2,4,4,Bon Bon Cold Coffee
5,2,1,1,3,2,6,6,5,Kaapi-cino
6,3,5,3,5,1,2,5,5,Cafe Latte
4,1,2,5,4,6,6,6,6,Iced Latte Cold Coffee
5,1,4,3,3,5,5,5,3,Flat White
1,4,5,1,2,3,2,4,4,Original South India Frappe
6,6,2,4,2,1,3,5,2,Flat White
6,6,3,1,3,6,6,5,2,Classic Frappe Cold Coffee
6,5,2,1,4,3,5,3,6,Vietnamese Cold Coffee
4,4,3,3,6,3,2,2,6,Flat White
5,6,3,5,2,2,3,4,3,Nariyal Irish Cream Frappe
4,6,6,3,5,5,4,6,6,Sea Salt Dark Mocha
2,2,6,4,2,4,5,4,6,Classic Frappe Cold Coffee
2,5,5,2,1,5,3,4,2,Americano
5,2,4,2,5,3,6,4,4,Hot Chocolate
4,6,4,3,1,4,1,5,6,Hot Chocolate
1,3,6,4,5,2,6,5,1,Hot Chocolate
6,5,6,1,2,1,4,3,5,Vietnamese Cold Coffee
6,1,4,3,2,4,5,5,5,Cold Brew
5,3,1,2,5,3,4,4,4,Hot Chocolate
2,3,3,5,1,4,6,5,3,Madagascar Hot Chocolate
2,2,2,6,4,3,4,3,1,Bon Bon Cold Coffee
6,4,5,3,1,6,6,5,2,Hot Chocolate
5,6,3,6,5,4,3,2,3,Flat White
4,2,4,1,4,2,5,4,1,Hazelnut Frappe Cold Coffee
2,3,1,2,4,6,1,4,4,Kaapi-cino
4,5,3,3,2,3,3,6,4,Espresso
2,1,4,6,6,5,6,3,3,Bellatte
2,3,6,5,4,3,4,1,1,Hazelnut Frappe Cold Coffee
3,4,1,2,4,1,4,2,2,Cafe Latte
2,6,1,1,4,2,4,3,2,Cafe Latte
1,4,2,6,1,2,2,4,1,Bon Bon Cold Coffee
5,6,5,6,3,3,2,4,2,Madagascar Hot Chocolate
5,6,6,4,1,5,6,5,1,Vietnamese Cold Coffee
4,5,1,1,5,5,3,2,4,Bon Bon Cold Coffee
2,4,2,3,1,2,2,1,5,Bellatte
1,5,5,4,1,3,2,1,3,Vietnamese Cold Coffee
4,4,4,3,1,6,6,3,6,South Indian Filter Kaapi
3,2,3,4,4,6,1,1,4,Cafe Latte
4,6,4,4,6,2,5,6,2,Iced Latte Cold Coffee
4,1,3,1,1,6,4,4,1,Americano
2,6,4,1,1,2,2,5,6,Cafe Mocha
3,1,6,1,6,4,4,3,1,Bon Bon Cold Coffee
4,3,1,1,1,5,4,2,4,Cafe Latte
1,3,1,5,6,6,4,4,4,Madagascar Choco Chip Frappe
1,2,5,2,2,1,6,5,3,Sea Salt Dark Mocha
5,6,4,2,5,6,1,2,6,Cappucino
3,2,6,5,2,6,3,3,3,Hazelnut Frappe Cold Coffee
3,1,2,4,4,6,3,5,4,Bon Bon Cold Coffee
5,3,4,5,3,5,4,1,3,Nariyal Irish Cream Frappe
4,3,6,2,4,5,3,3,2,Bellatte
3,6,4,4,3,1,1,3,3,Cafe Mocha
1,1,3,1,5,1,1,1,4,Cafe Latte
1,5,6,2,5,4,6,2,2,Flat White
2,2,1,1,1,1,3,5,6,South Indian Filter Kaapi
3,3,2,2,2,6,3,4,5,Cold Brew
4,1,5,2,6,2,6,6,6,Sea Salt Dark Mocha
5,2,1,4,3,1,2,2,3,Cafe Mocha
5,6,1,2,1,3,5,1,3,Classic Frappe Cold Coffee
4,1,3,6,2,3,1,1,1,Classic Frappe Cold Coffee
6,6,2,5,2,6,1,3,5,South Indian Filter Kaapi
2,5,3,4,6,1,4,6,1,Cafe Latte
5,6,4,5,2,6,2,4,5,Flat White
3,4,2,3,2,3,6,5,2,Americano
2,3,6,4,1,2,3,6,6,Original South India Frappe
3,6,6,3,1,5,2,2,3,Cappucino
1,6,1,4,2,5,6,6,1,Bellatte
2,2,1,3,5,4,5,3,6,Cold Brew
5,1,2,3,5,3,2,1,4,Cold Brew
2,1,2,1,5,4,2,6,1,Classic Frappe Cold Coffee
2,2,5,3,3,1,1,3,4,Cappucino
2,3,3,4,1,6,1,5,6,Americano
6,6,6,3,3,3,6,1,5,Flat White
2,3,2,6,4,4,2,1,2,South Indian Filter Kaapi
3,6,4,4,6,6,4,5,1,Bellatte
1,1,6,1,5,5,4,6,4,Iced Latte Cold Coffee
4,3,4,5,4,1,6,5,6,Nariyal Irish Cream Frappe
2,6,1,3,6,1,4,1,1,Iced Latte Cold Coffee
5,4,3,3,2,6,3,4,3,Sea Salt Dark Mocha
2,5,3,6,6,5,3,4,6,Vietnamese Cold Coffee
5,5,3,3,1,2,4,1,6,Americano
3,4,1,3,3,2,4,5,4,Americano
5,3,5,5,4,1,4,4,1,Vietnamese Cold Coffee
4,6,4,3,6,3,5,3,5,Cappucino
1,1,6,6,1,1,3,3,5,Iced Latte Cold Coffee
5,3,3,5,1,6,1,5,6,Cold Brew
5,2,2,5,6,5,2,6,6,Vietnamese Cold Coffee
1,2,3,1,2,2,3,1,2,Classic Frappe Cold Coffee
4,3,1,3,3,6,1,1,3,Double Restritto
2,4,3,5,3,5,6,1,2,Flat White
5,2,4,6,4,5,2,3,5,Flat White
1,6,4,1,6,3,3,3,4,Cappucino
3,5,5,4,4,3,3,6,3,Iced Latte Cold Coffee
1,1,1,1,5,4,2,3,2,Espresso
3,4,1,5,5,6,3,4,2,Flat White
4,2,4,1,4,4,5,2,5,Cafe Latte
2,1,5,4,5,2,4,5,6,Vietnamese Cold Coffee
1,6,3,1,4,1,6,5,5,Bellatte
6,5,3,2,2,5,5,6,2,Sea Salt Dark Mocha
5,2,4,6,3,1,4,3,1,Bellatte
4,2,6,4,5,4,1,5,5,Cafe Latte
1,1,1,4,5,3,2,4,6,Madagascar Choco Chip Frappe
5,1,5,2,5,5,4,1,5,Cold Brew
1,3,5,5,1,6,1,6,5,Cafe Latte
3,2,5,5,4,3,1,5,2,Iced Latte Cold Coffee
1,5,3,1,1,1,3,1,1,Cold Brew
6,1,6,5,6,3,4,1,6,South Indian Filter Kaapi
1,4,5,3,5,3,4,3,4,Hot Chocolate
1,2,2,2,1,4,5,4,4,Hot Chocolate
6,4,1,1,2,6,5,1,3,Kaapi-cino
4,2,3,6,4,4,3,4,5,Sea Salt Dark Mocha
1,1,4,2,6,3,5,4,3,Iced Latte Cold Coffee
6,3,6,6,6,4,5,6,3,Cafe Mocha
5,2,4,6,3,2,1,2,4,Sea Salt Dark Mocha
3,6,5,3,4,5,1,5,5,Nariyal Irish Cream Frappe
3,1,5,3,4,5,6,2,2,Classic Frappe Cold Coffee
1,1,6,4,5,6,3,3,3,Hazelnut Frappe Cold Coffee
4,1,1,4,3,3,2,6,1,Espresso
4,4,2,4,3,1,4,6,1,Nariyal Irish Cream Frappe
5,1,4,1,3,6,6,3,2,Madagascar Choco Chip Frappe
1,4,3,6,5,5,5,4,5,Cafe Mocha
3,5,3,4,6,4,4,5,4,Madagascar Choco Chip Frappe
4,6,3,3,2,2,3,4,4,Cold Brew
1,6,1,6,1,4,6,6,2,Flat White
4,6,5,4,5,6,3,4,3,Sea Salt Dark Mocha
6,3,2,4,4,5,4,5,2,Hot Chocolate
4,6,4,6,1,5,1,6,2,Cold Brew
3,1,4,2,5,4,3,5,6,Americano
2,5,5,2,5,4,5,3,1,Bon Bon Cold Coffee
5,1,2,4,2,6,1,1,2,Vietnamese Cold Coffee
5,5,2,2,5,5,4,2,1,Espresso
3,6,1,6,2,1,3,1,2,Hot Chocolate
4,1,4,2,1,3,6,2,3,Kaapi-cino
1,3,3,4,4,2,5,1,2,Cafe Latte
4,1,5,6,3,3,5,1,1,Vietnamese Cold Coffee
3,4,5,5,2,3,5,2,5,Kaapi-cino
5,1,5,1,5,4,6,2,5,Sea Salt Dark Mocha
4,2,6,3,1,2,2,3,3,Bellatte
5,4,1,4,6,3,5,2,2,Cafe Mocha
1,5,2,3,1,6,2,6,1,Iced Latte Cold Coffee
5,6,3,3,2,3,4,1,6,Bellatte
5,6,1,4,3,4,5,5,5,Original South India Frappe
2,1,5,6,3,1,5,4,5,Flat White
2,6,1,5,1,5,2,1,3,Vietnamese Cold Coffee
6,6,3,3,4,6,6,1,3,Espresso
2,6,4,2,6,6,4,2,4,Madagascar Choco Chip Frappe
5,1,6,1,2,5,6,1,6,Bellatte
3,1,6,3,6,4,4,5,2,Classic Frappe Cold Coffee
5,2,5,2,1,1,2,1,2,Cold Brew
3,3,6,4,4,3,5,2,5,Nariyal Irish Cream Frappe
3,3,6,4,5,6,6,5,5,Cafe Mocha
2,4,6,3,4,5,3,4,1,Espresso
4,4,2,4,2,2,1,5,3,Classic Frappe Cold Coffee
1,2,4,4,1,1,6,1,5,Bellatte
2,6,2,3,6,3,5,6,3,Hazelnut Frappe Cold Coffee
2,2,6,4,4,5,6,1,3,Madagascar Hot Chocolate
4,2,2,4,1,5,3,3,5,South Indian Filter Kaapi
1,5,4,4,4,4,2,2,1,Cappucino
5,6,5,5,3,5,5,3,5,Flat White
6,6,6,1,2,4,1,4,3,Madagascar Choco Chip Frappe
6,2,3,2,5,5,2,4,2,Vietnamese Cold Coffee
5,2,1,1,4,5,6,3,6,Cafe Latte
2,2,2,5,5,5,1,2,2,Cafe Mocha
1,2,6,5,6,4,2,6,1,Espresso
2,6,6,6,5,1,1,5,4,Americano
3,3,2,5,1,3,1,1,3,Bellatte
2,1,3,4,1,4,4,1,4,Bellatte
2,1,6,2,6,5,1,5,5,Kaapi-cino
5,3,3,6,3,3,1,3,1,Kaapi-cino
5,2,2,1,1,6,3,1,1,Americano
5,6,1,5,3,4,3,3,6,Kaapi-cino
6,5,3,4,1,4,2,3,5,Hot Chocolate
3,5,5,3,6,2,6,6,1,Vietnamese Cold Coffee
5,4,5,2,5,5,1,5,4,Cafe Mocha
1,1,1,1,5,3,6,3,1,Kaapi-cino
6,4,6,1,4,3,2,4,5,Classic Frappe Cold Coffee
4,2,6,6,1,4,6,2,4,Bellatte
1,4,6,4,2,6,5,1,4,Bon Bon Cold Coffee
1,2,1,4,6,2,5,5,5,Nariyal Irish Cream Frappe
5,4,2,4,2,4,3,2,1,Americano
4,3,2,3,1,2,4,1,2,Hazelnut Frappe Cold Coffee
4,6,6,1,3,4,6,1,6,Original South India Frappe
6,2,3,6,4,2,1,2,3,Nariyal Irish Cream Frappe
4,5,2,3,1,4,3,3,1,Madagascar Hot Chocolate
3,2,2,1,2,3,3,2,5,South Indian Filter Kaapi
5,5,3,4,2,2,5,6,1,Cafe Latte
4,6,2,2,3,1,5,4,2,Cafe Latte
6,5,5,4,2,3,4,5,5,Espresso
3,4,1,5,4,5,1,6,2,Espresso
2,1,5,6,5,2,1,2,6,Vietnamese Cold Coffee
2,1,4,3,5,3,3,3,5,Kaapi-cino
3,1,6,1,5,6,2,5,5,Cappucino
6,5,6,4,4,5,2,4,1,Original South India Frappe
3,1,5,2,6,5,4,6,6,Iced Latte Cold Coffee
5,2,6,3,2,4,1,1,5,Kaapi-cino
5,2,4,3,5,3,2,5,1,Bellatte
2,6,5,3,1,4,1,6,6,Cafe Mocha
4,2,2,3,5,6,3,2,4,Madagascar Choco Chip Frappe
6,6,4,3,5,6,6,6,6,Bellatte
2,5,3,4,3,1,4,1,4,Cappucino
4,5,3,3,2,4,3,6,6,South Indian Filter Kaapi
4,1,5,3,4,6,2,1,4,Cafe Mocha
5,6,5,3,4,4,6,2,3,Bon Bon Cold Coffee
1,4,5,3,5,4,1,4,5,Nariyal Irish Cream Frappe
1,5,1,3,4,5,6,4,4,South Indian Filter Kaapi
3,3,1,1,2,4,3,6,4,Madagascar Hot Chocolate
5,2,2,3,2,3,2,2,2,Flat White
4,2,5,2,6,5,2,2,4,Americano
6,1,1,5,1,1,4,3,6,Cafe Mocha
1,4,6,3,5,2,1,4,6,Bon Bon Cold Coffee
4,2,2,1,5,3,3,3,1,Cold Brew
1,5,3,2,6,4,5,6,3,Madagascar Hot Chocolate
1,4,4,3,4,1,6,2,2,Iced Latte Cold Coffee
1,2,2,3,2,3,1,6,5,Cafe Latte
6,1,4,3,4,6,2,3,5,Americano
5,1,4,4,4,4,1,1,5,Double Restritto
6,1,4,4,3,5,2,3,5,Cold Brew
2,5,1,2,4,2,6,3,6,Espresso
4,1,2,6,4,6,1,1,5,Cafe Latte
5,3,2,4,3,5,4,5,6,Flat White
5,5,3,5,3,2,5,2,1,Espresso
5,3,2,1,2,5,1,3,3,Cappucino
5,1,6,1,5,1,2,6,4,Vietnamese Cold Coffee
6,4,5,1,6,1,2,3,2,Madagascar Hot Chocolate
5,5,3,2,2,2,5,2,4,Flat White
3,3,3,4,3,2,1,2,3,Bellatte
4,5,3,6,2,5,3,3,4,Classic Frappe Cold Coffee
5,3,3,5,3,5,5,6,5,Cafe Mocha
4,6,3,6,6,6,6,1,1,Classic Frappe Cold Coffee
3,5,6,6,5,6,5,6,4,Hazelnut Frappe Cold Coffee
3,2,6,6,2,3,1,5,6,Vietnamese Cold Coffee
4,3,2,3,4,5,1,1,2,Nariyal Irish Cream Frappe
1,3,2,1,6,5,2,4,1,Sea Salt Dark Mocha
2,5,1,1,1,4,3,4,5,Classic Frappe Cold Coffee
1,4,2,5,4,1,1,4,4,Nariyal Irish Cream Frappe
1,2,1,1,5,4,5,3,2,Nariyal Irish Cream Frappe
6,3,1,1,1,1,2,4,5,Americano
1,1,5,2,3,3,4,5,2,Cold Brew
5,1,3,5,5,4,2,5,5,Nariyal Irish Cream Frappe
6,6,5,4,4,2,5,1,4,Original South India Frappe
6,5,3,4,5,2,1,1,4,Cappucino
3,4,1,5,2,3,5,2,2,Classic Frappe Cold Coffee
1,2,1,1,3,2,5,6,4,Original South India Frappe
3,3,2,5,3,6,1,5,6,Kaapi-cino
4,1,4,1,6,1,3,4,3,Espresso
2,3,3,6,2,5,1,3,4,Cafe Latte
6,1,4,2,5,6,4,1,6,Bellatte
4,5,1,6,1,5,1,3,6,Cappucino
4,5,3,4,2,3,5,3,4,Hot Chocolate
5,3,1,2,6,6,6,3,5,Hot Chocolate
2,5,2,6,4,6,4,1,4,Cold Brew
4,2,1,5,6,2,3,6,6,Espresso
4,6,4,4,6,2,5,3,6,Iced Latte Cold Coffee
2,5,4,6,2,5,6,6,4,Cappucino
2,2,2,5,6,5,3,2,5,Madagascar Choco Chip Frappe
4,5,2,4,1,6,5,4,1,Kaapi-cino
2,3,1,5,1,5,3,1,5,Bellatte
4,2,1,4,3,4,6,1,4,Cappucino
4,6,4,4,2,5,3,3,2,Cafe Mocha
5,6,2,3,2,2,5,4,6,Madagascar Choco Chip Frappe
1,6,4,3,5,6,4,3,2,Cold Brew
4,4,6,4,5,2,1,6,1,Cold Brew
3,6,2,3,2,3,6,5,3,South Indian Filter Kaapi
6,3,5,3,5,6,3,6,4,South Indian Filter Kaapi
1,2,5,4,2,3,6,2,1,Flat White
1,1,5,2,6,6,2,4,6,Original South India Frappe
1,6,6,1,2,6,5,5,3,Classic Frappe Cold Coffee
5,1,2,1,1,2,4,4,3,Original South India Frappe
4,4,3,4,1,6,4,2,6,Sea Salt Dark Mocha
5,1,5,3,3,3,6,2,6,Hot Chocolate
4,3,6,2,1,1,6,2,6,Classic Frappe Cold Coffee
5,6,4,2,1,4,5,6,4,Cafe Mocha
5,2,5,5,6,4,4,2,5,Hot Chocolate
6,6,4,4,3,6,4,2,5,Kaapi-cino
3,3,1,6,5,1,2,2,4,Flat White
5,5,6,6,6,6,5,4,1,Classic Frappe Cold Coffee
6,5,2,6,4,2,5,6,3,Bellatte
2,1,1,6,3,5,5,3,5,Vietnamese Cold Coffee
3,4,1,2,6,2,3,6,1,Original South India Frappe
5,4,5,1,1,3,6,3,3,Madagascar Choco Chip Frappe
1,6,4,5,5,5,6,3,1,Bon Bon Cold Coffee
2,5,6,4,3,3,2,4,4,Madagascar Hot Chocolate
2,4,6,3,3,4,4,5,6,Double Restritto
6,4,5,2,4,6,1,5,1,Original South India Frappe
2,1,6,5,3,1,6,3,3,Classic Frappe Cold Coffee
3,6,2,1,1,5,4,3,6,Cafe Mocha
5,3,4,2,6,4,2,5,1,Cappucino
5,3,6,1,4,6,3,2,6,Hazelnut Frappe Cold Coffee
1,2,3,1,2,2,4,1,1,South Indian Filter Kaapi
6,3,4,5,6,2,3,1,3,Sea Salt Dark Mocha
1,3,5,1,3,3,5,1,5,Cafe Latte
2,1,1,2,2,4,4,3,3,South Indian Filter Kaapi
1,6,6,6,3,5,3,2,5,Cappucino
3,1,1,3,2,5,5,3,2,Vietnamese Cold Coffee
5,6,6,5,2,3,2,4,2,Iced Latte Cold Coffee
2,3,3,5,3,3,2,1,2,Iced Latte Cold Coffee
1,2,3,5,4,5,5,4,2,Double Restritto
6,3,6,5,5,5,1,3,6,Nariyal Irish Cream Frappe
3,6,2,6,1,6,3,5,2,Hot Chocolate
3,3,3,4,1,3,5,1,1,Original South India Frappe
1,5,2,4,4,5,4,6,5,Madagascar Choco Chip Frappe
5,6,6,2,1,5,6,2,2,Cafe Latte
1,2,2,1,5,4,3,4,3,Cold Brew
2,6,2,4,5,3,6,3,3,Hazelnut Frappe Cold Coffee
1,3,6,5,3,4,4,2,4,Bon Bon Cold Coffee
3,1,4,4,6,2,2,4,2,Madagascar Choco Chip Frappe
1,6,4,5,2,1,4,4,4,Nariyal Irish Cream Frappe
5,3,1,5,2,4,3,6,4,Americano
6,4,5,1,5,3,6,3,2,Sea Salt Dark Mocha
4,5,4,4,5,5,6,1,5,Espresso
1,5,4,6,5,1,5,6,5,Vietnamese Cold Coffee
5,5,5,2,1,1,6,3,1,Bellatte
5,2,1,2,4,4,6,6,5,Bon Bon Cold Coffee
6,6,2,2,1,1,5,4,3,Sea Salt Dark Mocha
3,5,5,1,3,5,1,1,5,Cold Brew
5,3,6,1,1,4,1,2,2,Flat White
5,2,6,3,4,5,3,4,1,Hot Chocolate
5,4,1,1,1,5,1,3,3,Nariyal Irish Cream Frappe
5,1,4,1,2,6,1,6,1,South Indian Filter Kaapi
2,5,2,3,3,3,2,5,1,Hot Chocolate
2,3,2,1,1,2,5,6,2,Sea Salt Dark Mocha
3,2,1,6,1,6,5,5,3,Americano
1,6,4,4,6,6,6,2,3,South Indian Filter Kaapi
5,6,5,6,6,2,1,5,6,Double Restritto
6,3,2,5,4,1,4,5,1,Sea Salt Dark Mocha
1,6,3,4,3,4,3,4,6,Vietnamese Cold Coffee
6,5,2,2,1,5,1,3,1,Double Restritto
1,1,3,6,3,3,5,1,2,Nariyal Irish Cream Frappe
3,2,2,4,3,3,2,3,3,Double Restritto
5,3,6,2,1,3,3,6,5,Bon Bon Cold Coffee
5,2,1,2,5,2,6,4,2,Cafe Latte
4,5,6,1,1,6,3,5,1,Kaapi-cino
6,6,4,4,1,4,3,1,1,Kaapi-cino
1,5,5,5,2,3,5,6,4,Espresso
1,4,5,1,1,2,3,5,3,Americano
2,4,6,2,1,4,1,4,4,Bon Bon Cold Coffee
4,5,1,5,4,1,4,6,6,Cafe Latte
2,2,4,3,2,5,2,3,4,Cafe Latte
2,3,5,2,6,1,5,5,3,Americano
2,3,1,6,1,4,1,4,3,Bon Bon Cold Coffee
6,2,2,5,4,6,5,4,3,Bellatte
6,1,6,5,4,3,1,3,2,South Indian Filter Kaapi
3,2,1,4,6,3,2,4,5,Flat White
3,5,3,6,6,4,6,3,5,Flat White
2,5,2,3,5,3,6,4,5,Sea Salt Dark Mocha
4,4,6,4,2,1,3,1,6,Double Restritto
1,3,4,1,2,1,3,3,5,Nariyal Irish Cream Frappe
6,4,4,1,3,4,5,5,4,Bon Bon Cold Coffee
4,3,2,2,6,2,4,1,5,Madagascar Hot Chocolate
5,2,1,1,5,1,6,4,2,South Indian Filter Kaapi
6,1,3,5,2,1,2,4,3,Cafe Latte
6,6,4,1,5,4,4,3,3,Double Restritto
3,3,5,4,2,3,4,2,6,Cold Brew
1,1,1,6,5,6,6,4,5,Sea Salt Dark Mocha
1,1,5,5,6,3,6,2,6,Cold Brew
5,1,4,4,3,4,4,6,6,Americano
5,2,4,2,3,1,4,4,3,Cappucino
6,1,4,3,5,1,3,4,4,Kaapi-cino
2,1,1,6,5,3,1,6,3,Cappucino
3,5,3,2,1,2,4,2,2,Cafe Latte
3,5,2,6,3,1,3,4,2,Madagascar Hot Chocolate
6,3,1,6,4,2,5,2,3,Nariyal Irish Cream Frappe
4,5,3,6,3,4,6,3,2,Madagascar Choco Chip Frappe
2,3,5,6,5,5,4,3,5,South Indian Filter Kaapi
6,1,6,6,2,4,4,4,5,South Indian Filter Kaapi
2,5,1,4,2,2,1,2,2,Nariyal Irish Cream Frappe
2,4,3,1,3,3,4,1,2,Americano
2,6,4,1,3,2,2,3,4,Original South India Frappe
6,6,3,5,6,5,2,2,3,Original South India Frappe
3,2,6,6,4,1,2,6,1,Madagascar Hot Chocolate
3,5,3,1,3,4,4,6,2,Cold Brew
2,2,4,4,2,4,4,4,4,Hot Chocolate
4,6,6,4,6,6,3,3,3,Flat White
1,5,2,2,6,6,1,3,3,Classic Frappe Cold Coffee
6,6,2,4,2,2,2,1,6,Kaapi-cino
1,5,3,2,4,2,2,2,6,Kaapi-cino
4,4,5,4,1,4,4,5,6,Flat White
6,1,6,5,5,6,5,4,2,Hazelnut Frappe Cold Coffee
2,3,3,4,1,2,4,5,2,Double Restritto
3,5,5,2,4,4,6,5,3,Sea Salt Dark Mocha
1,5,4,1,5,6,2,1,2,Vietnamese Cold Coffee
5,2,2,1,6,5,3,2,3,Original South India Frappe
5,1,4,1,5,3,4,4,4,Americano
4,5,2,3,4,2,2,1,5,Madagascar Hot Chocolate
2,5,6,5,6,1,2,2,6,Espresso
1,3,2,3,3,3,2,2,1,Original South India Frappe
2,6,1,4,1,5,5,1,1,Espresso
1,1,1,6,5,4,2,4,1,South Indian Filter Kaapi
4,1,1,6,3,5,5,4,1,Double Restritto
4,6,4,3,4,5,4,3,2,Bellatte
5,5,3,1,6,6,4,2,2,Nariyal Irish Cream Frappe
2,1,1,1,4,2,4,5,6,Original South India Frappe
6,1,5,2,4,2,4,3,6,Original South India Frappe
5,3,4,5,4,3,5,3,5,Americano
2,4,6,6,3,5,5,2,3,Cafe Latte
5,6,4,1,4,3,1,4,1,Madagascar Choco Chip Frappe
6,6,1,5,6,6,5,1,4,Cappucino
3,3,2,3,6,5,5,3,2,Kaapi-cino
3,4,1,5,1,3,2,3,5,Hot Chocolate
3,3,6,6,3,1,1,6,2,Madagascar Choco Chip Frappe
3,6,1,6,4,1,3,1,4,Bon Bon Cold Coffee
1,6,3,6,5,2,2,6,5,Madagascar Hot Chocolate
3,5,3,3,1,6,4,4,1,Nariyal Irish Cream Frappe
6,3,2,6,2,3,4,6,4,South Indian Filter Kaapi
4,1,3,3,4,6,3,2,4,Iced Latte Cold Coffee
4,1,3,6,3,3,3,2,5,Flat White
1,2,4,6,4,6,4,1,2,Cafe Mocha
3,5,6,5,2,2,4,5,3,Americano
3,1,3,5,6,4,6,4,1,Kaapi-cino
3,5,1,6,1,5,2,3,4,Flat White
5,3,5,1,2,6,3,1,4,Sea Salt Dark Mocha
2,1,1,3,2,6,3,5,6,Original South India Frappe
5,5,3,3,1,4,6,6,3,Hot Chocolate
2,3,1,4,3,4,3,5,4,Madagascar Choco Chip Frappe
3,6,1,1,4,5,2,5,5,Nariyal Irish Cream Frappe
3,4,1,6,2,6,2,2,2,Classic Frappe Cold Coffee
5,2,3,2,3,2,5,1,4,Hazelnut Frappe Cold Coffee
5,3,4,6,1,6,5,5,5,Vietnamese Cold Coffee
2,6,4,1,3,3,1,4,5,Hazelnut Frappe Cold Coffee
4,4,5,1,1,2,5,1,4,Madagascar Choco Chip Frappe
2,5,5,1,4,1,6,2,2,South Indian Filter Kaapi
5,4,3,3,4,1,3,1,3,Madagascar Hot Chocolate
6,1,4,4,2,2,2,6,5,Espresso
5,6,6,1,2,2,3,6,1,Cold Brew
6,6,2,5,2,2,3,6,5,Iced Latte Cold Coffee
1,5,5,1,1,6,2,5,5,Cold Brew
5,2,4,6,3,1,5,5,6,Classic Frappe Cold Coffee
1,2,4,2,4,5,3,5,4,Flat White
4,5,4,4,1,4,5,2,5,Hazelnut Frappe Cold Coffee
2,1,1,3,2,1,2,4,5,Hazelnut Frappe Cold Coffee
6,5,5,5,5,2,1,6,1,Bon Bon Cold Coffee
2,5,3,3,1,6,4,3,1,Hazelnut Frappe Cold Coffee
1,6,3,4,4,3,6,3,6,Bon Bon Cold Coffee
6,5,3,2,2,5,1,3,1,Bellatte
2,3,1,1,1,6,5,2,3,Madagascar Choco Chip Frappe
5,2,4,5,3,4,3,5,2,Madagascar Hot Chocolate
3,2,4,1,5,6,4,3,3,Americano
1,1,2,2,4,2,4,2,4,Iced Latte Cold Coffee
2,2,1,4,4,2,4,3,2,Cold Brew
1,1,5,4,1,3,6,1,6,Cafe Mocha
1,6,5,5,1,2,3,1,6,Cappucino
6,1,5,2,6,3,6,3,4,Flat White
6,2,6,4,1,6,3,3,2,Flat White
3,5,4,1,3,1,6,2,3,Flat White
5,5,6,3,6,4,2,5,3,Espresso
1,3,1,6,2,6,4,6,4,Double Restritto
2,1,5,2,6,4,3,3,2,Nariyal Irish Cream Frappe
4,4,6,6,5,2,5,3,5,Americano
1,4,4,4,5,1,2,4,5,South Indian Filter Kaapi
1,6,3,1,5,2,4,2,2,Madagascar Choco Chip Frappe
3,2,4,6,2,6,2,5,4,Classic Frappe Cold Coffee
5,2,3,1,4,6,6,2,1,Classic Frappe Cold Coffee
4,4,1,3,1,1,6,1,2,Cafe Mocha
6,3,2,5,4,6,1,4,6,Classic Frappe Cold Coffee
6,6,2,1,3,5,5,2,1,Hazelnut Frappe Cold Coffee
2,1,5,2,3,5,4,5,2,Iced Latte Cold Coffee
4,1,6,6,3,4,4,1,5,Hazelnut Frappe Cold Coffee
6,6,6,4,4,1,4,6,2,Cold Brew
2,2,3,2,4,1,3,3,4,Americano
5,6,3,6,5,3,2,4,6,Bellatte
2,2,5,5,2,4,1,2,6,Iced Latte Cold Coffee
6,6,1,2,5,4,1,6,1,Nariyal Irish Cream Frappe
3,5,2,1,4,3,5,1,3,Cold Brew
3,3,6,3,6,3,5,5,3,South Indian Filter Kaapi
3,1,2,4,3,6,5,4,2,Original South India Frappe
6,5,5,6,4,3,2,4,2,Hazelnut Frappe Cold Coffee
3,4,1,4,5,2,5,5,1,Cafe Latte
4,5,2,4,5,5,6,3,3,Flat White
5,6,6,1,4,2,3,2,2,Classic Frappe Cold Coffee
2,4,6,4,1,2,3,3,3,Cafe Mocha
2,4,3,3,3,6,2,4,5,Kaapi-cino
6,1,2,4,1,4,1,4,6,Bon Bon Cold Coffee
3,5,5,6,4,1,1,5,2,Madagascar Choco Chip Frappe
3,1,2,4,2,6,4,6,5,Iced Latte Cold Coffee
1,3,5,6,2,3,3,2,2,Madagascar Hot Chocolate
5,3,4,1,2,4,6,4,6,Kaapi-cino
4,3,6,4,6,1,3,6,6,Double Restritto
2,3,6,3,5,5,3,3,6,Hazelnut Frappe Cold Coffee
1,4,1,4,5,6,2,6,5,Hazelnut Frappe Cold Coffee
1,6,2,4,5,2,4,4,2,Nariyal Irish Cream Frappe
6,3,4,5,5,5,5,4,1,Kaapi-cino
2,1,5,5,3,3,2,1,1,Cold Brew
6,6,6,4,4,2,2,6,4,Double Restritto
4,5,2,1,2,6,6,5,4,Americano
1,5,2,3,3,2,6,4,1,Hazelnut Frappe Cold Coffee
1,1,4,4,4,5,3,1,1,Hazelnut Frappe Cold Coffee
5,2,2,1,2,5,3,4,1,South Indian Filter Kaapi
4,2,4,3,1,5,2,1,5,Hot Chocolate
1,2,4,1,1,1,2,1,2,Kaapi-cino
4,2,1,6,1,2,5,2,3,Americano
